case_id,hit,precision,recall,gt,pred,case_query
case_4920,1,0.125,0.058823529411764705,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50909}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 50894}, {""law_id"": ""91/2015/QH13"", ""aid"": 52892}, {""law_id"": ""91/2015/QH13"", ""aid"": 52894}, {""law_id"": ""91/2015/QH13"", ""aid"": 52904}, {""law_id"": ""91/2015/QH13"", ""aid"": 52907}, {""law_id"": ""91/2015/QH13"", ""aid"": 53171}, {""law_id"": ""91/2015/QH13"", ""aid"": 53192}, {""law_id"": ""91/2015/QH13"", ""aid"": 53459}, {""law_id"": ""45/2013/QH13"", ""aid"": 56056}, {""law_id"": ""45/2013/QH13"", ""aid"": 56077}, {""law_id"": ""66/2014/QH13"", ""aid"": 857}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""66/2014/QH13"", ""aid"": 867}, {""law_id"": ""45/2013/QH13"", ""aid"": 56050}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""45/2013/QH13"", ""aid"": 56014}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}]",Bà Trần Thị Ngọc H khởi kiện Công ty IJC tranh chấp hợp đồng mua bán chuyển nhượng bất động sản/quyền sử dụng đất gồm 03 hợp đồng ngày 30/9/2011 kèm phụ lục. Nguyên đơn yêu cầu tiếp tục thực hiện hợp đồng và buộc bị đơn thanh toán tiền lãi 17%/năm trong 5 năm tương ứng 644.406.250 đồng. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?
case_8758,1,0.125,0.045454545454545456,"[{""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56116}, {""law_id"": ""45/2013/QH13"", ""aid"": 56120}, {""law_id"": ""45/2013/QH13"", ""aid"": 56121}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""45/2013/QH13"", ""aid"": 56153}, {""law_id"": ""91/2015/QH13"", ""aid"": 53024}, {""law_id"": ""91/2015/QH13"", ""aid"": 53027}, {""law_id"": ""91/2015/QH13"", ""aid"": 53035}, {""law_id"": ""91/2015/QH13"", ""aid"": 53036}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50809}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50820}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50823}, {""law_id"": ""92/2015/QH13"", ""aid"": 50828}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50831}, {""law_id"": ""92/2015/QH13"", ""aid"": 50882}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}]","[{""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 50865}, {""law_id"": ""26/2008/QH12"", ""aid"": 5286}, {""law_id"": ""92/2015/QH13"", ""aid"": 51102}, {""law_id"": ""92/2015/QH13"", ""aid"": 50882}]","Bà Diêm Thị V (ông Nguyễn Thái A đại diện) tranh chấp với chị Nguyễn Thị N và các con của bà T (anh Nguyễn Hoàng C, chị Nguyễn Thị T, anh Nguyễn Văn K) về phần đất làm lối đi khoảng 42m² thuộc thửa đất 83, tờ bản đồ 28, liên quan giấy tờ xin/được xác nhận lối đi từ năm 1995. Bà V yêu cầu trả lại 42m². Agent dự đoán nguyên đơn thắng hay bị đơn thắng?"
case_9089,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50669}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50756}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50822}, {""law_id"": ""92/2015/QH13"", ""aid"": 50830}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}, {""law_id"": ""45/2013/QH13"", ""aid"": 56116}, {""law_id"": ""45/2013/QH13"", ""aid"": 56120}, {""law_id"": ""45/2013/QH13"", ""aid"": 56153}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56052}, {""law_id"": ""45/2013/QH13"", ""aid"": 56048}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}]","Ông Huỳnh Trọng K và bà Nguyễn Thị L tranh chấp quyền sử dụng đất với bà Huỳnh Thị L1 và bà Lê Thị M liên quan thửa đất 475/476 tại phường B, quận C, TP Cần Thơ (giấy CNQSD đất đã cấp đổi). Nguyên đơn yêu cầu buộc bị đơn giao trả phần đất tranh chấp diện tích 1.437,9m2. Agent dự đoán nguyên đơn hay bị đơn thắng kiện?"
case_127,1,0.375,0.09090909090909091,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50809}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}, {""law_id"": ""92/2015/QH13"", ""aid"": 50945}, {""law_id"": ""91/2015/QH13"", ""aid"": 52891}, {""law_id"": ""91/2015/QH13"", ""aid"": 52892}, {""law_id"": ""91/2015/QH13"", ""aid"": 52893}, {""law_id"": ""91/2015/QH13"", ""aid"": 52894}, {""law_id"": ""91/2015/QH13"", ""aid"": 53025}, {""law_id"": ""91/2015/QH13"", ""aid"": 53026}, {""law_id"": ""91/2015/QH13"", ""aid"": 53050}, {""law_id"": ""91/2015/QH13"", ""aid"": 53051}, {""law_id"": ""91/2015/QH13"", ""aid"": 53060}, {""law_id"": ""91/2015/QH13"", ""aid"": 53171}, {""law_id"": ""91/2015/QH13"", ""aid"": 53209}, {""law_id"": ""91/2015/QH13"", ""aid"": 53220}, {""law_id"": ""91/2015/QH13"", ""aid"": 53221}, {""law_id"": ""91/2015/QH13"", ""aid"": 53222}, {""law_id"": ""91/2015/QH13"", ""aid"": 53224}, {""law_id"": ""91/2015/QH13"", ""aid"": 53241}, {""law_id"": ""91/2015/QH13"", ""aid"": 53244}, {""law_id"": ""91/2015/QH13"", ""aid"": 53467}, {""law_id"": ""91/2015/QH13"", ""aid"": 53468}, {""law_id"": ""91/2015/QH13"", ""aid"": 53469}, {""law_id"": ""91/2015/QH13"", ""aid"": 53470}, {""law_id"": ""91/2015/QH13"", ""aid"": 53471}, {""law_id"": ""91/2015/QH13"", ""aid"": 53472}, {""law_id"": ""91/2015/QH13"", ""aid"": 52925}, {""law_id"": ""91/2015/QH13"", ""aid"": 53458}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}]","Nguyên đơn gồm ông Nguyễn Văn T (vợ bà Trịnh Thị T V, các con/ người kế thừa) và bị đơn là vợ chồng ông Phạm Văn Th, bà Vũ Thị H. Tranh chấp hợp đồng chuyển nhượng nhà, đất giữa cụ Phạm Văn L với cụ Phạm Thị M, kèm yêu cầu hủy GCNQSDĐ. Nguyên đơn đề nghị tuyên giao dịch vô hiệu, buộc trả lại nhà đất. Agent dự đoán nguyên đơn thắng hay bị đơn thắng?"
case_2978,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}]","[{""law_id"": ""100/2015/QH13"", ""aid"": 56815}, {""law_id"": ""100/2015/QH13"", ""aid"": 56770}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""92/2015/QH13"", ""aid"": 50883}, {""law_id"": ""26/2008/QH12"", ""aid"": 5380}, {""law_id"": ""100/2015/QH13"", ""aid"": 56731}, {""law_id"": ""45/2013/QH13"", ""aid"": 56150}]","Anh Ong Teng Kh kiện các chị Diệp Kiều H, Nguyễn Thị Huỳnh Nh, Huỳnh Nguyễn Ngọc Kiều O tranh chấp “kiện đòi tài sản”. Anh cho rằng đã đầu tư tiền vốn và yêu cầu các bị đơn trả lại hệ thống nhà xưởng, 01 xe máy xúc, 03 bộ máy băm củi và khoảng 1.000 tấn củi băm nhỏ. Agent dự đoán nguyên đơn thắng hay bị đơn thắng?"
case_4579,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53458}, {""law_id"": ""45/2013/QH13"", ""aid"": 55954}, {""law_id"": ""45/2013/QH13"", ""aid"": 55955}, {""law_id"": ""45/2013/QH13"", ""aid"": 56055}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50828}, {""law_id"": ""92/2015/QH13"", ""aid"": 50834}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56052}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56048}, {""law_id"": ""45/2013/QH13"", ""aid"": 56153}]","Bà Trần Thị N khởi kiện ông Trần Cảnh N về tranh chấp quyền sử dụng đất liên quan lối đi qua và diện tích khoảng 102m2. Bà N yêu cầu buộc ông N trả lại diện tích 102m2 theo sơ đồ bản vẽ đo vẽ năm 2007, gắn với Giấy chứng nhận đất của gia đình bà. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_5236,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53159}, {""law_id"": ""91/2015/QH13"", ""aid"": 53171}, {""law_id"": ""91/2015/QH13"", ""aid"": 53172}, {""law_id"": ""91/2015/QH13"", ""aid"": 53173}, {""law_id"": ""91/2015/QH13"", ""aid"": 53174}, {""law_id"": ""91/2015/QH13"", ""aid"": 53249}, {""law_id"": ""91/2015/QH13"", ""aid"": 53058}, {""law_id"": ""91/2015/QH13"", ""aid"": 53127}, {""law_id"": ""52/2014/QH13"", ""aid"": 53899}, {""law_id"": ""52/2014/QH13"", ""aid"": 53909}, {""law_id"": ""92/2015/QH13"", ""aid"": 50691}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""92/2015/QH13"", ""aid"": 50936}, {""law_id"": ""92/2015/QH13"", ""aid"": 50938}]","[{""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""92/2015/QH13"", ""aid"": 51137}, {""law_id"": ""92/2015/QH13"", ""aid"": 51062}, {""law_id"": ""92/2015/QH13"", ""aid"": 50875}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""26/2008/QH12"", ""aid"": 5286}, {""law_id"": ""50/2014/QH13"", ""aid"": 57108}]","Ông Trần Văn C khởi kiện ông Dương Văn B (và bà Dương Thị L liên quan) về tranh chấp hụi, họ, phường. Hai bên có quan hệ chơi hai dây phường từ 07/7/2015 và 10/02/2016, có thỏa thuận tiền gốc và lãi, trách nhiệm trưởng phường. Ông C yêu cầu hoàn trả tiền phường còn nợ 86.400.000đ. Nguyên đơn thắng hay bị đơn thắng?"
case_6663,0,0.0,0.0,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50684}, {""law_id"": ""92/2015/QH13"", ""aid"": 50695}, {""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50704}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""92/2015/QH13"", ""aid"": 50892}, {""law_id"": ""92/2015/QH13"", ""aid"": 50893}, {""law_id"": ""91/2015/QH13"", ""aid"": 53241}, {""law_id"": ""91/2015/QH13"", ""aid"": 53243}, {""law_id"": ""91/2015/QH13"", ""aid"": 53244}, {""law_id"": ""91/2015/QH13"", ""aid"": 53246}, {""law_id"": ""91/2015/QH13"", ""aid"": 53062}, {""law_id"": ""91/2015/QH13"", ""aid"": 53069}, {""law_id"": ""91/2015/QH13"", ""aid"": 53087}, {""law_id"": ""91/2015/QH13"", ""aid"": 53090}, {""law_id"": ""91/2015/QH13"", ""aid"": 53093}, {""law_id"": ""91/2015/QH13"", ""aid"": 53233}, {""law_id"": ""91/2015/QH13"", ""aid"": 53236}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}, {""law_id"": ""91/2015/QH13"", ""aid"": 53458}, {""law_id"": ""47/2010/QH12"", ""aid"": 360}, {""law_id"": ""47/2010/QH12"", ""aid"": 364}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13625}]","[{""law_id"": ""47/2010/QH12"", ""aid"": 273}, {""law_id"": ""47/2010/QH12"", ""aid"": 372}, {""law_id"": ""47/2010/QH12"", ""aid"": 399}, {""law_id"": ""92/2015/QH13"", ""aid"": 50931}, {""law_id"": ""37/2015/NĐ-CP"", ""aid"": 4072}, {""law_id"": ""47/2010/QH12"", ""aid"": 328}, {""law_id"": ""47/2010/QH12"", ""aid"": 332}, {""law_id"": ""37/2015/NĐ-CP"", ""aid"": 4084}]","Ngân hàng TMCP T (TPBank) khởi kiện Công ty TNHH Thương mại dịch vụ vận tải H tranh chấp hợp đồng tín dụng đã ký cho vay theo hạn mức, kèm các hợp đồng thế chấp tài sản là các xe đầu kéo, sơ mi rơ mooc. Ngân hàng yêu cầu buộc thanh toán toàn bộ nợ gốc, lãi và xử lý tài sản bảo đảm để thu hồi nợ. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_8732,0,0.0,0.0,"[{""law_id"": ""91/2015/QH13"", ""aid"": 53241}, {""law_id"": ""91/2015/QH13"", ""aid"": 53243}, {""law_id"": ""91/2015/QH13"", ""aid"": 53244}, {""law_id"": ""91/2015/QH13"", ""aid"": 53246}, {""law_id"": ""91/2015/QH13"", ""aid"": 53247}, {""law_id"": ""91/2015/QH13"", ""aid"": 53248}, {""law_id"": ""91/2015/QH13"", ""aid"": 53127}, {""law_id"": ""91/2015/QH13"", ""aid"": 53238}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""50/2014/QH13"", ""aid"": 57108}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""92/2015/QH13"", ""aid"": 50857}, {""law_id"": ""91/2015/QH13"", ""aid"": 53236}, {""law_id"": ""92/2015/QH13"", ""aid"": 50769}]","Chị Phạm Thị O kiện bà Đặng Thị N (có bà Đặng Thị H liên quan) về tranh chấp hợp đồng vay tài sản, thể hiện qua giấy biên nhận vay và thỏa thuận thế chấp quyền sử dụng đất. Nguyên đơn yêu cầu buộc bị đơn trả số tiền gốc 2.340.000.000đ và lãi theo pháp luật. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
case_4861,1,0.125,0.07142857142857142,"[{""law_id"": ""92/2015/QH13"", ""aid"": 50700}, {""law_id"": ""92/2015/QH13"", ""aid"": 50702}, {""law_id"": ""92/2015/QH13"", ""aid"": 50812}, {""law_id"": ""91/2015/QH13"", ""aid"": 53419}, {""law_id"": ""91/2015/QH13"", ""aid"": 53420}, {""law_id"": ""91/2015/QH13"", ""aid"": 53421}, {""law_id"": ""91/2015/QH13"", ""aid"": 53428}, {""law_id"": ""91/2015/QH13"", ""aid"": 53430}, {""law_id"": ""52/2014/QH13"", ""aid"": 53905}, {""law_id"": ""52/2014/QH13"", ""aid"": 53931}, {""law_id"": ""45/2013/QH13"", ""aid"": 55955}, {""law_id"": ""45/2013/QH13"", ""aid"": 56050}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13611}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}]","[{""law_id"": ""45/2013/QH13"", ""aid"": 55953}, {""law_id"": ""326/2016/UBTVQH14"", ""aid"": 13626}, {""law_id"": ""45/2013/QH13"", ""aid"": 56045}, {""law_id"": ""45/2013/QH13"", ""aid"": 56152}, {""law_id"": ""45/2013/QH13"", ""aid"": 56049}, {""law_id"": ""92/2015/QH13"", ""aid"": 51142}, {""law_id"": ""52/2014/QH13"", ""aid"": 53875}, {""law_id"": ""45/2013/QH13"", ""aid"": 56015}]","Nguyên đơn ông Nguyễn Văn N tranh chấp với các bị đơn ông Nguyễn Văn H và ông Nguyễn Văn S, cùng những người liên quan trong quan hệ thừa kế. Vấn đề là quyền sử dụng đất 2.505m2 tại thửa 14, tờ bản đồ 28 xã T, huyện K và yêu cầu hủy giấy chứng nhận quyền sử dụng đất cấp 06/7/2006. Nguyên đơn đề nghị chia di sản thừa kế của cụ H7, cụ M. Agent dự đoán nguyên đơn thắng kiện hay bị đơn thắng kiện?"
